ship_name,class,uic,status,fleet,date_status_change,homeport,maintenance_category,berth,force,builder,award_date,commission_date,keel_date,inactivation_date,launch_date,decommission_date,age_since_launch,years_commission_decommission,delivery_date,in-service_date,age_since_delivery,out_of_service_date,stricken_date,overall_length,waterline_length,extreme_beam,waterline_beam,max_navigational_draft,draft_limit,light_displacement,full_displacement,dead_weight,hull material,num_propellers,num_waterjet,propulsion_type,officer_accom,enlisted_accom,custodian,planning_yard,nuclear_planning_yard,ship_program_mgr,comments,last_updated
USS MOBILE BAY (CG 53),CG 47,21346,"Active, in commission",U.S. PACIFIC FLEET,02/21/1987,"SAN DIEGO, CA",,,Battle Force,Ingalls Shipbuilding Corp.,01/15/1982,02/21/1987,06/05/1984,,08/22/1985,,33.1,,12/03/1986,,31.8,,,567 ft,529 ft,55 ft,55 ft,33 ft,23 ft,7132 tons,9992 tons,2860 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,37,339,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 407,,08/02/2018
USS MOMSEN (DDG 92),DDG 51,23160,"Active, in commission",U.S. PACIFIC FLEET,08/28/2004,"EVERETT, WA",,,Battle Force,Bath Iron Works Corp.,03/06/1998,08/28/2004,11/16/2001,,07/19/2003,,15.2,,05/06/2004,,14.3,,,510 ft,471 ft,66 ft,59 ft,32 ft,22 ft,7134 tons,9515 tons,2381 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,30,282,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS MONSOON (PC 4),PC 1,21925,"Active, in commission",U.S. ATLANTIC FLEET,08/22/2008,"MANAMA, BAHRAIN",,,,Bollinger Machine Shop & Shipyard,08/03/1990,01/22/1994,02/15/1992,,10/10/1992,,25.9,,09/20/1993,,25.0,,,178 ft,,25 ft,,8 ft,,288 tons,334 tons,46 tons,"Steel hull, aluminum superstructure.",4,,Diesel Engines,4,26,US NAVY,Puget Sound Naval Shipyard & IMF,,PMS 470,,06/27/2018
USS MONTEREY (CG 61),CG 47,21450,"Active, in commission",U.S. ATLANTIC FLEET,06/16/1990,"NORFOLK, VA",,,Battle Force,Bath Iron Works Corp.,11/26/1984,06/16/1990,08/19/1987,,10/23/1988,,29.9,,03/25/1990,,28.5,,,567 ft,529 ft,55 ft,55 ft,33 ft,23 ft,7132 tons,9992 tons,2860 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,37,339,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 407,,08/02/2018
USS MONTGOMERY (LCS 8),LCS,20137,"Active, in commission",U.S. PACIFIC FLEET,09/10/2016,"SAN DIEGO, CA",,,Battle Force,Austal USA,12/29/2010,09/10/2016,06/25/2013,,08/06/2014,,4.1,,06/23/2016,,2.3,,,,,,,,,,,,,,4,Diesel - Gas Turbine,,,US NAVY,General Dynamics Bath Iron Works,,PMS 501,,06/27/2018
USS MONTPELIER (SSN 765),SSN 688,21762,"Active, in commission",U.S. ATLANTIC FLEET,03/13/1993,"NORFOLK, VA",,,Battle Force,Newport News Shipbuilding,02/06/1987,03/13/1993,05/19/1989,,08/23/1991,,27.1,,01/28/1993,,25.7,,,362 ft,,33 ft,,31 ft,,6000 tons,6927 tons,927 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,US NAVY,Huntington Ingalls Industries - Newport News Shipbuilding,General Dynamics Electric Boat,PMS 392,,05/30/2018
USS MOUNT WHITNEY (LCC 20),LCC 19,20001,"Active, in commission",U.S. ATLANTIC FLEET,01/16/1971,"GAETA, ITALY",,,Support Force,Newport News Shipbuilding,08/22/1966,01/16/1971,01/08/1969,,01/08/1970,,48.7,,12/18/1970,,47.8,,,634 ft,580 ft,108 ft,82 ft,27 ft,25 ft,12435 tons,18874 tons,6439 tons,"Steel hull, steel superstructure.",1,,Steam Turbine,52,790,MILITARY SEALIFT COMMAND,Puget Sound Naval Shipyard & IMF,,PMS 470,"MSC ASSUMED NAVIGATIONAL OPERATION OF THE SHIP 20 SEP 04. NAVIGATION, DECK, ENGINEERING, LAUNDRY AND GALLEY SERVICES PROVIDED BY MSC CIVILSERVICE MARINERS. COMMANDED BY A NAVY OFFICER. NAVY MISSION CREW.",06/27/2018
USS MUSTIN (DDG 89),DDG 51,22997,"Active, in commission",U.S. PACIFIC FLEET,07/26/2003,"YOKOSUKA, JAPAN",,,Battle Force,Northrop Grumman Ship Systems Ingalls Operations,03/06/1998,07/26/2003,01/15/2001,,12/12/2001,,16.8,,02/28/2003,,15.6,,,510 ft,471 ft,66 ft,59 ft,32 ft,22 ft,7134 tons,9515 tons,2381 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,30,282,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS NEBRASKA (SSBN 739),SSBN 726,21461,"Active, in commission",U.S. PACIFIC FLEET,07/10/1993,"BANGOR, WA",,,Battle Force,General Dynamics Corp.,05/26/1987,07/10/1993,07/06/1987,,08/15/1992,,26.1,,06/18/1993,,25.3,,,560 ft,,42 ft,,38 ft,,16600 tons,18700 tons,2100 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),13,140,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 392,,06/27/2018
USS NEVADA (SSBN 733),SSBN 726,21043,"Active, in commission",U.S. PACIFIC FLEET,08/16/1986,"BANGOR, WA",,,Battle Force,General Dynamics Corp.,01/07/1981,08/16/1986,08/08/1983,,09/14/1985,,33.0,,08/07/1986,,32.1,,,560 ft,,42 ft,,38 ft,,15273 tons,16808 tons,1535 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),13,140,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 392,,06/27/2018
USS NEW HAMPSHIRE (SSN 778),SSN 774,23172,"Active, in commission",U.S. ATLANTIC FLEET,10/25/2008,"GROTON, CT",,,Battle Force,General Dynamics Corp.,08/14/2003,10/25/2008,04/30/2007,,02/21/2008,,10.6,,08/27/2008,,10.1,,,377 ft,,33 ft,,32 ft,,6416 tons,6979 tons,563 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),15,117,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 450,,06/27/2018
USS NEW MEXICO (SSN 779),SSN 774,23183,"Active, in commission",U.S. ATLANTIC FLEET,03/27/2010,"GROTON, CT",,,Battle Force,General Dynamics Corp.,08/14/2003,03/27/2010,04/12/2008,,01/17/2009,,9.7,,12/29/2009,,8.8,,,377 ft,,33 ft,,32 ft,,,7800 tons,,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),15,117,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 450,,06/27/2018
USS NEW ORLEANS (LPD 18),LPD 17,23168,"Active, in commission",U.S. PACIFIC FLEET,03/05/2007,"SAN DIEGO, CA",,,Battle Force,Northrop Grumman Ship Systems Avondale Operations,12/18/1998,03/05/2007,10/14/2002,,12/11/2004,,13.8,,12/22/2006,,11.8,,,684 ft,656 ft,105 ft,105 ft,,24 ft,19100 tons,25750 tons,6650 tons,"Steel hull, steel superstructure.",2,,Diesel Engines,38,364,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 407,,08/01/2018
USS NEW YORK (LPD 21),LPD 17,3013A,"Active, in commission",U.S. ATLANTIC FLEET,11/07/2009,"MAYPORT, FL",,,Battle Force,Northrop Grumman Ship Systems Avondale Operations,11/25/2003,11/07/2009,08/30/2004,,12/19/2007,,10.8,,08/21/2009,,9.1,,,684 ft,656 ft,105 ft,105 ft,,24 ft,19100 tons,25750 tons,6650 tons,"Steel hull, steel superstructure.",2,,Diesel Engines,38,364,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 407,REMNANT STEEL FROM THE WORLD TRADE CENTER WAS CAST INTO THE BOW OF THE USS NEW YORK.,08/01/2018
USS NEWPORT NEWS (SSN 750),SSN 688,21411,"Active, in commission",U.S. ATLANTIC FLEET,06/03/1989,"NORFOLK, VA",,,Battle Force,Newport News Shipbuilding,04/19/1982,06/03/1989,03/03/1984,,03/15/1986,,32.5,,05/16/1989,,29.3,,,362 ft,,33 ft,,31 ft,,5785 tons,6187 tons,402 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,US NAVY,Huntington Ingalls Industries - Newport News Shipbuilding,General Dynamics Electric Boat,PMS 392,,05/30/2018
USS NIMITZ (CVN 68),CVN 68,03368,"Active, in commission",U.S. PACIFIC FLEET,05/03/1975,"BREMERTON, WA",,,Battle Force,Newport News Shipbuilding,03/31/1967,05/03/1975,06/22/1968,,05/13/1972,,46.3,,04/11/1975,,43.4,,,1115 ft,1040 ft,257 ft,134 ft,40 ft,41 ft,78280 tons,101196 tons,22916 tons,"Steel hull, steel superstructure.",4,,Steam Turbines (Nuclear),558,5454,US NAVY,Norfolk Naval Shipyard,"Newport News Shipbuilding and Drydock Co., Newport News, VA",PMS 312,,06/27/2018
USS NITZE (DDG 94),DDG 51,23147,"Active, in commission",U.S. ATLANTIC FLEET,03/05/2005,"NORFOLK, VA",,,Battle Force,Bath Iron Works Corp.,03/06/1998,03/05/2005,09/17/2002,,04/03/2004,,14.4,,12/03/2004,,13.8,,,510 ft,471 ft,66 ft,59 ft,32 ft,22 ft,7134 tons,9515 tons,2381 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,30,282,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS NORMANDY (CG 60),CG 47,21449,"Active, in commission",U.S. ATLANTIC FLEET,12/09/1989,"NORFOLK, VA",,,Battle Force,Bath Iron Works Corp.,11/26/1984,12/09/1989,04/07/1987,,03/19/1988,,30.5,,10/18/1989,,28.9,,,567 ft,529 ft,55 ft,55 ft,33 ft,23 ft,7132 tons,9992 tons,2860 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,37,339,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 407,,08/02/2018
USS NORTH CAROLINA (SSN 777),SSN 774,23190,"Active, in commission",U.S. PACIFIC FLEET,05/03/2008,"PEARL HARBOR, HI",,,Battle Force,Newport News Shipbuilding,09/01/1998,05/03/2008,05/22/2004,,05/05/2007,,11.3,,02/21/2008,,10.6,,,377 ft,,33 ft,,32 ft,,6440 tons,7001 tons,561 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),15,117,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 450,,06/27/2018
USS NORTH DAKOTA (SSN 784),SSN 774,20037,"Active, in commission",U.S. ATLANTIC FLEET,10/25/2014,"GROTON, CT",,,Battle Force,General Dynamics Corp.,12/22/2008,10/25/2014,05/11/2012,,09/15/2013,,5.0,,08/29/2014,,4.1,,,377 ft,,33 ft,,32 ft,,,7800 tons,,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),15,117,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 450,,06/27/2018
USS O'KANE (DDG 77),DDG 51,21951,"Active, in commission",U.S. PACIFIC FLEET,10/23/1999,"PEARL HARBOR, HI",,,Battle Force,Bath Iron Works Corp.,07/20/1994,10/23/1999,05/08/1997,,03/28/1998,,20.5,,05/19/1999,,19.3,,,505 ft,466 ft,66 ft,59 ft,31 ft,24 ft,6648 tons,8960 tons,2312 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,26,330,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS OAK HILL (LSD 51),LSD 49,21958,"Active, in commission",U.S. ATLANTIC FLEET,06/08/1996,"NORFOLK, VA (LITTLE CREEK)",,,Battle Force,Avondale Industries,03/27/1991,06/08/1996,09/21/1992,,06/11/1994,,24.3,,03/29/1996,,22.5,,,610 ft,580 ft,84 ft,84 ft,20 ft,21 ft,11314 tons,16386 tons,5072 tons,"Steel hull, steel superstructure.",2,,Diesel Engines,22,356,US NAVY,Puget Sound Naval Shipyard & IMF,,PMS 470,,06/27/2018
USS OHIO (SSGN 726),SSGN 726,21036,"Active, in commission",U.S. PACIFIC FLEET,10/01/2002,"BANGOR, WA",,,Battle Force,General Dynamics Corp.,07/25/1974,11/11/1981,04/10/1976,,04/07/1979,,39.4,,10/28/1981,,36.9,,,560 ft,,42 ft,,38 ft,,15275 tons,16802 tons,1527 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),13,140,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 392,"SSGN 726 WAS DELIVERED FROM CONVERSION ON 17 DEC 05, RETURN TO SERVICE CEREMONY WAS ON 7 FEB 06.",06/27/2018
USS OKLAHOMA CITY (SSN 723),SSN 688,21102,"Active, in commission",U.S. PACIFIC FLEET,07/09/1988,"NAVAL BASE, GUAM",,,Battle Force,Newport News Shipbuilding,08/13/1981,07/09/1988,01/04/1984,,11/02/1985,,32.8,,06/28/1988,,30.3,,,362 ft,,33 ft,,31 ft,,5782 tons,6200 tons,418 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,US NAVY,Huntington Ingalls Industries - Newport News Shipbuilding,General Dynamics Electric Boat,PMS 392,,05/30/2018
USS OLYMPIA (SSN 717),SSN 688,21024,"Active, in commission",U.S. PACIFIC FLEET,11/17/1984,"PEARL HARBOR, HI",,,Battle Force,Newport News Shipbuilding,09/15/1977,11/17/1984,03/31/1981,,04/30/1983,,35.4,,11/14/1984,,33.8,,,362 ft,,33 ft,,32 ft,,5763 tons,6130 tons,367 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,US NAVY,Huntington Ingalls Industries - Newport News Shipbuilding,General Dynamics Electric Boat,PMS 392,,05/30/2018
USS OMAHA (LCS 12),LCS,20141,"Active, in commission",U.S. PACIFIC FLEET,02/03/2018,"SAN DIEGO, CA",,,Battle Force,Austal USA,12/29/2010,02/03/2018,02/18/2015,,11/20/2015,,2.8,,09/15/2017,,1.0,,,,,,,,,,,,,,,,,,US NAVY,General Dynamics Bath Iron Works,,PMS 501,,06/27/2018
USS OSCAR AUSTIN (DDG 79),DDG 51,21953,"Active, in commission",U.S. ATLANTIC FLEET,08/19/2000,"NORFOLK, VA",,,Battle Force,Bath Iron Works Corp.,07/20/1994,08/19/2000,10/09/1997,,11/07/1998,,19.8,,05/11/2000,,18.3,,,510 ft,471 ft,66 ft,59 ft,31 ft,24 ft,7101 tons,9496 tons,2395 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,30,339,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS PASADENA (SSN 752),SSN 688,21413,"Active, in commission",U.S. PACIFIC FLEET,02/11/1989,"SAN DIEGO, CA",,,Battle Force,General Dynamics Corp.,11/30/1982,02/11/1989,12/20/1985,,09/12/1987,,31.0,,01/26/1989,,29.7,,,362 ft,,33 ft,,31 ft,,5802 tons,6204 tons,402 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,US NAVY,Huntington Ingalls Industries - Newport News Shipbuilding,General Dynamics Electric Boat,PMS 392,,05/30/2018
USS PATRIOT (MCM 7),MCM 1,21453,"Active, in commission",U.S. PACIFIC FLEET,10/18/1991,"SASEBO, JAPAN",,,Support Force,Marinette Marine Corp.,08/20/1986,10/18/1991,03/31/1987,,05/15/1990,,28.3,,08/30/1991,,27.1,,,224 ft,206 ft,39 ft,39 ft,12 ft,12 ft,1267 tons,1372 tons,105 tons,Wood with GRP Sheathing,2,,Diesel Engines,8,76,US NAVY,Puget Sound Naval Shipyard & IMF,,PMS 407,,08/10/2018
USS PAUL HAMILTON (DDG 60),DDG 51,21822,"Active, in commission",U.S. PACIFIC FLEET,05/27/1995,"SAN DIEGO, CA",,,Battle Force,Bath Iron Works Corp.,02/22/1990,05/27/1995,08/24/1992,,07/24/1993,,25.2,,03/10/1995,,23.5,,,505 ft,466 ft,66 ft,59 ft,31 ft,22 ft,6740 tons,8960 tons,2220 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,26,330,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS PEARL HARBOR (LSD 52),LSD 49,21959,"Active, in commission",U.S. PACIFIC FLEET,05/30/1998,"SAN DIEGO, CA",,,Battle Force,Avondale Industries,10/12/1993,04/27/1998,01/27/1995,,02/24/1996,,22.6,,02/27/1998,,20.6,,,610 ft,580 ft,84 ft,84 ft,20 ft,21 ft,11251 tons,16088 tons,4837 tons,"Steel hull, steel superstructure.",2,,Diesel Engines,22,356,US NAVY,Puget Sound Naval Shipyard & IMF,,PMS 470,,06/27/2018
USS PENNSYLVANIA (SSBN 735),SSBN 726,21045,"Active, in commission",U.S. PACIFIC FLEET,09/09/1989,"BANGOR, WA",,,Battle Force,General Dynamics Corp.,11/29/1982,09/09/1989,03/02/1987,,04/23/1988,,30.4,,08/22/1989,,29.1,,,560 ft,,42 ft,,38 ft,,14802 tons,16854 tons,2052 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),13,140,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 392,,06/27/2018
USS PHILIPPINE SEA (CG 58),CG 47,21429,"Active, in commission",U.S. ATLANTIC FLEET,03/18/1989,"MAYPORT, FL",,,Battle Force,Bath Iron Works Corp.,12/27/1983,03/18/1989,05/08/1986,,07/12/1987,,31.2,,01/27/1989,,29.7,,,567 ft,529 ft,55 ft,55 ft,33 ft,23 ft,7132 tons,9992 tons,2860 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,37,339,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 407,,08/02/2018
USS PINCKNEY (DDG 91),DDG 51,23145,"Active, in commission",U.S. PACIFIC FLEET,05/29/2004,"SAN DIEGO, CA",,,Battle Force,Northrop Grumman Ship Systems Ingalls Operations,03/06/1998,05/29/2004,07/16/2001,,06/26/2002,,16.3,,10/27/2003,,14.9,,,510 ft,471 ft,66 ft,59 ft,32 ft,22 ft,7134 tons,9515 tons,2381 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,30,282,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS PIONEER (MCM 9),MCM 1,21456,"Active, in commission",U.S. PACIFIC FLEET,12/07/1992,"SASEBO, JAPAN",,,Support Force,Peterson Builders Inc.,02/14/1989,12/07/1992,06/05/1989,,08/25/1990,,28.1,,08/14/1992,,26.1,,,224 ft,206 ft,39 ft,39 ft,12 ft,12 ft,1267 tons,1372 tons,105 tons,Wood with GRP Sheathing,2,,Diesel Engines,8,76,US NAVY,Puget Sound Naval Shipyard & IMF,,PMS 407,,08/10/2018
USS PITTSBURGH (SSN 720),SSN 688,21030,"Active, in commission",U.S. ATLANTIC FLEET,11/23/1985,"GROTON, CT",,,Battle Force,General Dynamics Corp.,04/16/1979,11/23/1985,04/15/1983,,12/08/1984,,33.8,,11/14/1985,,32.8,,,362 ft,,33 ft,,31 ft,,5802 tons,6193 tons,391 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,US NAVY,Huntington Ingalls Industries - Newport News Shipbuilding,General Dynamics Electric Boat,PMS 392,,05/30/2018
USS PORT ROYAL (CG 73),CG 47,21830,"Active, in commission",U.S. PACIFIC FLEET,07/04/1994,"PEARL HARBOR, HI",,,Battle Force,Ingalls Shipbuilding Corp.,02/25/1988,07/04/1994,11/20/1991,,11/20/1992,,25.8,,04/25/1994,,24.4,,,567 ft,529 ft,55 ft,55 ft,33 ft,23 ft,7132 tons,9992 tons,2860 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,37,339,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 407,,08/02/2018
USS PORTER (DDG 78),DDG 51,21952,"Active, in commission",U.S. ATLANTIC FLEET,03/20/1999,"ROTA, SPAIN",,,Battle Force,Ingalls Shipbuilding Corp.,07/20/1994,03/20/1999,12/02/1996,,11/12/1997,,20.8,,01/11/1999,,19.7,,,505 ft,466 ft,66 ft,59 ft,32 ft,24 ft,6824 tons,8960 tons,2136 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,26,330,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS PORTLAND (LPD 27),LPD 17,3277A,"Active, in commission",U.S. PACIFIC FLEET,12/14/2017,"SAN DIEGO, CA",,,Battle Force,Ingalls Shipbuilding Corp.,07/27/2012,12/14/2017,05/20/2013,,02/13/2016,,2.6,,09/18/2017,,1.0,,,684 ft,661 ft,105 ft,97 ft,23 ft,24 ft,19208 tons,25883 tons,6675 tons,"Steel hull, steel superstructure.",2,,Diesel,32,364,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 317,LPD 27 PLACED IN COMMISSION WITHOUT CEREMONY ON 14DEC17,06/27/2018
USS PREBLE (DDG 88),DDG 51,22996,"Active, in commission",U.S. PACIFIC FLEET,11/09/2002,"PEARL HARBOR, HI",,,Battle Force,Northrop Grumman Ship Systems Ingalls Operations,12/13/1996,11/09/2002,06/22/2000,,06/01/2001,,17.3,,08/12/2002,,16.1,,,510 ft,471 ft,66 ft,59 ft,32 ft,22 ft,7134 tons,9515 tons,2381 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,30,282,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS PRINCETON (CG 59),CG 47,21447,"Active, in commission",U.S. PACIFIC FLEET,02/11/1989,"SAN DIEGO, CA",,,Battle Force,Ingalls Shipbuilding Corp.,12/16/1983,02/11/1989,10/15/1986,,10/02/1987,,30.9,,12/02/1988,,29.8,,,567 ft,529 ft,55 ft,55 ft,33 ft,23 ft,7132 tons,9992 tons,2860 tons,"Steel hull, aluminum superstructure.",2,,Gas Turbines,37,339,US NAVY,Huntington Ingalls Industries - Ingalls Shipbuilding,,PMS 407,,08/02/2018
USS PROVIDENCE (SSN 719),SSN 688,21029,"Active, in commission",U.S. ATLANTIC FLEET,07/27/1985,"GROTON, CT",,,Battle Force,General Dynamics Corp.,04/16/1979,07/27/1985,10/14/1982,,08/04/1984,,34.1,,06/26/1985,,33.3,,,362 ft,,33 ft,,31 ft,,5781 tons,6184 tons,403 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),12,98,US NAVY,Huntington Ingalls Industries - Newport News Shipbuilding,General Dynamics Electric Boat,PMS 392,,05/30/2018
USS PUEBLO (AGER 2),AGER 2,20256,"Active, in commission",U.S. PACIFIC FLEET,05/13/1967,,,,,Kewaunee Shipbuilding & Engineering Corp.,,05/13/1967,,,04/16/1944,,74.4,,07/05/1944,,74.2,,,177 ft,,32 ft,,9 ft,,550 tons,895 tons,345 tons,"Steel hull, steel superstructure.",1,,Diesel Engines,6,70,US NAVY,Military Sealift Command,,MSC,,09/13/2011
USS RAFAEL PERALTA (DDG 115),DDG 51,50126,"Active, in commission",U.S. PACIFIC FLEET,07/29/2017,"SAN DIEGO, CA",,,Battle Force,Bath Iron Works Corp.,09/26/2011,07/29/2017,10/22/2014,,11/01/2015,,2.8,,02/03/2017,,1.6,,,510 ft,,59 ft,,31 ft,,7028 tons,9140 tons,2112 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,32,282,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS RALPH JOHNSON (DDG 114),DDG 51,50125,"Active, in commission",U.S. PACIFIC FLEET,03/09/2018,"EVERETT, WA",,,Battle Force,Ingalls Shipbuilding Corp.,09/26/2011,03/09/2018,09/12/2014,,12/12/2015,,2.8,,11/15/2017,,0.8,,,510 ft,,59 ft,,31 ft,,7028 tons,9140 tons,2112 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,32,282,US NAVY,General Dynamics Bath Iron Works,,PMS 400,"USS RALPH JOHNSON (DDG 114) WAS PLACED IN COMMISSION WITHOUT CEREMONY MARCH 9, 2018",06/27/2018
USS RAMAGE (DDG 61),DDG 51,21823,"Active, in commission",U.S. ATLANTIC FLEET,07/22/1995,"NORFOLK, VA",,,Battle Force,Ingalls Shipbuilding Corp.,02/22/1990,07/22/1995,01/04/1993,,02/11/1994,,24.6,,05/08/1995,,23.3,,,505 ft,466 ft,66 ft,59 ft,31 ft,22 ft,6817 tons,8960 tons,2143 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,26,330,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS RHODE ISLAND (SSBN 740),SSBN 726,21682,"Active, in commission",U.S. ATLANTIC FLEET,07/09/1994,"KINGS BAY, GA",,,Battle Force,General Dynamics Corp.,01/05/1988,07/09/1994,09/15/1988,,07/17/1993,,25.2,,06/22/1994,,24.3,,,560 ft,,42 ft,,38 ft,,16600 tons,18750 tons,2150 tons,"Steel hull, steel superstructure.",1,,Steam Turbine (Nuclear),13,140,US NAVY,General Dynamics Electric Boat,General Dynamics Electric Boat,PMS 392,,06/27/2018
USS RONALD REAGAN (CVN 76),CVN 68,22178,"Active, in commission",U.S. PACIFIC FLEET,07/12/2003,"YOKOSUKA, JAPAN",,,Battle Force,Newport News Shipbuilding,12/08/1994,07/12/2003,02/12/1998,,03/10/2001,,17.5,,06/20/2003,,15.3,,,1092 ft,1040 ft,252 ft,134 ft,37 ft,41 ft,77607 tons,98235 tons,20628 tons,"Steel hull, steel superstructure.",4,,Steam Turbines (Nuclear),200,6075,US NAVY,Norfolk Naval Shipyard,"Newport News Shipbuilding and Drydock Co., Newport News, VA",PMS 312,,06/27/2018
USS ROOSEVELT (DDG 80),DDG 51,21954,"Active, in commission",U.S. ATLANTIC FLEET,10/14/2000,"MAYPORT, FL",,,Battle Force,Ingalls Shipbuilding Corp.,01/06/1995,10/14/2000,12/15/1997,,01/10/1999,,19.7,,06/12/2000,,18.3,,,510 ft,471 ft,66 ft,59 ft,33 ft,24 ft,7134 tons,9515 tons,2381 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,30,282,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS ROSS (DDG 71),DDG 51,21945,"Active, in commission",U.S. ATLANTIC FLEET,06/28/1997,"ROTA, SPAIN",,,Battle Force,Ingalls Shipbuilding Corp.,04/08/1992,06/28/1997,04/10/1995,,03/22/1996,,22.5,,04/21/1997,,21.4,,,505 ft,466 ft,66 ft,59 ft,32 ft,22 ft,6827 tons,8960 tons,2133 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,26,330,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
USS RUSHMORE (LSD 47),LSD 41,21530,"Active, in commission",U.S. PACIFIC FLEET,06/01/1991,"SAN DIEGO, CA",,,Battle Force,Avondale Industries,12/11/1985,06/01/1991,11/09/1987,,05/06/1989,,29.3,,04/26/1991,,27.4,,,610 ft,580 ft,84 ft,84 ft,20 ft,21 ft,11590 tons,16325 tons,4735 tons,"Steel hull, steel superstructure.",2,,Diesel Engines,22,356,US NAVY,Puget Sound Naval Shipyard & IMF,,PMS 470,,06/27/2018
USS RUSSELL (DDG 59),DDG 51,21821,"Active, in commission",U.S. PACIFIC FLEET,05/20/1995,"SAN DIEGO, CA",,,Battle Force,Ingalls Shipbuilding Corp.,02/22/1990,05/20/1995,07/24/1992,,10/20/1993,,24.9,,03/20/1995,,23.5,,,505 ft,466 ft,66 ft,59 ft,32 ft,22 ft,6912 tons,8960 tons,2048 tons,"Steel hull, steel superstructure.",2,,Gas Turbines,26,330,US NAVY,General Dynamics Bath Iron Works,,PMS 400,,06/27/2018
